company,status,board_url,ats_type,jobs_read,source_url,notes,original_reason
Gruppo TecnoFerrari S.p.A.,Search leads saved — validation pending,,,,https://www.linkedin.com/company/gruppo-tecnoferrari-s.p.a.,Search results are unverified leads; no board added.,no_url_at_all
GSA,Search leads saved — validation pending,,,,https://www.gsa.gov/about-gsa/careers,Search results are unverified leads; no board added.,no_url_at_all
Guardian Life,Search leads saved — validation pending,,,,https://www.guardianlife.com/careers,Search results are unverified leads; no board added.,no_url_at_all
"GXO Logistics, Inc.",Adapter validation unresolved,https://jobs.gxo.com,successfactors,0,https://jobs.gxo.com/job/The-Dalles-Program-Coordinator%2C-Operations-1st-shift-OR-97058-3570/1423222200/,"ConnectionError: HTTPSConnectionPool(host='jobs.gxo.com', port=443): Read timed out.",needs_adapter
H.J. Martin and Son,Search leads saved — validation pending,,,,https://www.hjmartin.com/company/employment/,Search results are unverified leads; no board added.,no_url_at_all
H2O Innovation,Search leads saved — validation pending,,,,https://www.h2oinnovation.com/about-us/careers/,Search results are unverified leads; no board added.,no_url_at_all
Habitat For Humanity Corpus Christi,Search leads saved — validation pending,,,,https://www.habitat.org/tx/corpus-christi/habitat-humanity-corpus-christi,Search results are unverified leads; no board added.,no_url_at_all
Hadrian,Search leads saved — validation pending,,,,https://www.hadrian.org/careers,Search results are unverified leads; no board added.,no_url_at_all
HAGGERTY CONSTRUCTION INC.,Further adapter investigation required,,,,https://jobs.miter.com/haggerty-construction-inc/project-coordinator-ca-stockton,,needs_adapter
"Hakkōda, an IBM Company",Search leads saved — validation pending,,,,https://www.linkedin.com/company/hakkoda/jobs,Search results are unverified leads; no board added.,no_url_at_all
HallKeen Management,Search leads saved — validation pending,,,,https://www.hallkeen.com/contact,Search results are unverified leads; no board added.,no_url_at_all
Hallmark Global Solutions Ltd,Search leads saved — validation pending,,,,https://www.linkedin.com/posts/hallmark-global-solutions_hallmarkglobalsolutions-hiring-recruitment-activity-7234602825895313410-9t0G,Search results are unverified leads; no board added.,staffing_firm
Hamilton Lane,Search leads saved — validation pending,,,,https://www.hamiltonlane.com/en-us/careers,Search results are unverified leads; no board added.,no_url_at_all
Harbinger,Search leads saved — validation pending,,,,https://www.harbingergroup.com/current-openings/,Search results are unverified leads; no board added.,no_url_at_all
Hargrove Engineers & Constructors,Search leads saved — validation pending,,,,https://hargrove-epc.dejobs.org/jobs/,Search results are unverified leads; no board added.,no_url_at_all
Harlem Children's Zone,Search leads saved — validation pending,,,,https://hcz.org/careers-at-hcz-promise-academy/,Search results are unverified leads; no board added.,no_url_at_all
Harris County Toll Road Authority,Readable — identity review pending,https://www.governmentjobs.com/careers/hctra,schooljobs,3,https://www.governmentjobs.com/careers/hctra/jobs/5480746/business-systems-analyst,,government_portal
Harris Health,Further adapter investigation required,,,,https://careers.harris-health.com,,no_board_found
Harrisburg University of Science and Technology,University follow-up required,,,,https://www.harrisburgu.edu/careers/,Corrected officialsource returned HTTP403,no_url_at_all
Harrison Clarke,Further adapter investigation required,,,,https://www.harrisonclarke.com/,,no_board_found
"Harrison, Walker and Harper",Further adapter investigation required,,,,https://hwh.hrmdirect.com/employment/view.php?req=3803537&jbsrc=1014&location=2376783a-fd51-7d7a-b30e-ca574556aa84,,needs_adapter
Harvard Graduate School of Education,Already configured,https://jobs.smartrecruiters.com/HarvardUniversity,smartrecruiters,312,https://careers.harvard.edu/jobs,Board registration read back from live database.,no_url_at_all
Harvard Medical School,Already configured,https://jobs.smartrecruiters.com/HarvardUniversity,smartrecruiters,312,https://careers.harvard.edu/jobs,Board registration read back from live database.,no_url_at_all
Hay Runner,Search leads saved — validation pending,,,,https://www.hayrunner.com/were-hiring,Search results are unverified leads; no board added.,no_url_at_all
HB Wealth,Search leads saved — validation pending,,,,https://hbwealth.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
HealthFitness,Search leads saved — validation pending,,,,https://www.healthfitness.com/join-our-team,Search results are unverified leads; no board added.,no_url_at_all
Heartbeat,Search leads saved — validation pending,,,,https://careers.publicisgroupe.com/heartbeat/jobs,Search results are unverified leads; no board added.,no_url_at_all
Heckmann Financial,Search leads saved — validation pending,,,,https://www.linkedin.com/company/heckmann-financial,Search results are unverified leads; no board added.,no_url_at_all
Heilind Electronics,Search leads saved — validation pending,,,,https://www.heilind.com/cms/careers/,Search results are unverified leads; no board added.,no_url_at_all
Helic & Co,Search leads saved — validation pending,,,,https://www.linkedin.com/jobs/helic-%26-co.-jobs-worldwide,Search results are unverified leads; no board added.,no_url_at_all
Henderson Scott US,Further adapter investigation required,,,,https://jobs.hendersonscott.com/,,no_board_found
"Henkels & McCoy, Inc.",Search leads saved — validation pending,,,,https://henkels.com/,Search results are unverified leads; no board added.,no_url_at_all
Hepburn and Sons LLC,Search leads saved — validation pending,,,,https://www.hepburnandsons.com/careers,Search results are unverified leads; no board added.,no_url_at_all
Hexagon Autonomous Solutions,Search leads saved — validation pending,,,,https://www.linkedin.com/posts/hexagonap_be-a-part-of-the-autonomous-future-activity-7132051659987304448-nDxo,Search results are unverified leads; no board added.,no_url_at_all
HEYDUDE,Search leads saved — validation pending,,,,https://www.linkedin.com/company/heydude/jobs,Search results are unverified leads; no board added.,no_url_at_all
Higginbotham,Search leads saved — validation pending,,,,https://www.higginbothams.com/careers,Search results are unverified leads; no board added.,no_url_at_all
Highland Rivers Behavioral Health,Further adapter investigation required,,,,https://secure.entertimeonline.com/ta/HighlandRivers.careers?ShowJob=537222042,,needs_adapter
Highmark Residential,Search leads saved — validation pending,,,,https://careers-highmarkres.icims.com/jobs/intro?mobile=true&needsRedirect=false,Search results are unverified leads; no board added.,no_url_at_all
Hightower Advisors,Search leads saved — validation pending,,,,https://hightoweradvisors.com/careers.html,Search results are unverified leads; no board added.,no_url_at_all
"Hilley & Solis, P.L.L.C.",Search leads saved — validation pending,,,,https://hilley-solis.com/,Search results are unverified leads; no board added.,no_url_at_all
Hills & Dales,Added and verified,https://hillsdales.isolvedhire.com/jobs/,applicantpro,30,https://hillsdales.isolvedhire.com/jobs/1867089-161057.html,Board registration read back from live database.,needs_adapter
Hillsboro Hops,Further adapter investigation required,,,,https://www.teamworkonline.com/baseball-jobs/northwestleague/hillsboro-hops/retail-operations-coordinator-2190579?source=Indeed,,needs_adapter
HMSA,Search leads saved — validation pending,,,,https://hmsa.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
"HNI Workplace Furnishings, LLC",Search leads saved — validation pending,,,,https://www.linkedin.com/company/hniworkplacefurnishings,Search results are unverified leads; no board added.,no_url_at_all
"Ho-Chunk, Inc.",Search leads saved — validation pending,,,,https://www.hochunkinc.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Hoar Construction,Search leads saved — validation pending,,,,https://hoar.com/current-opportunities/,Search results are unverified leads; no board added.,no_url_at_all
Hoffmaster,Search leads saved — validation pending,,,,https://hoffmaster.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
HOKA,Search leads saved — validation pending,,,,https://www.hoka.de/karriere/jobs.html,Search results are unverified leads; no board added.,no_url_at_all
Holland America Line,Readable — identity review pending,https://eicl.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CORP,oracle,237,https://eicl.fa.em5.oraclecloud.com:443/hcmUI/CandidateExperience/en/job/13987,,needs_adapter
Home Expressions Inc.,Search leads saved — validation pending,,,,https://www.linkedin.com/company/home-expressions-inc,Search results are unverified leads; no board added.,no_url_at_all
Home Genius Exteriors,Search leads saved — validation pending,,,,https://homegeniusexteriors.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Hood Depot International,Search leads saved — validation pending,,,,https://hooddepot.com/,Search results are unverified leads; no board added.,no_url_at_all
Hope Human Services,Further adapter investigation required,,,,https://gethired.com/job/social-services-program-manager-social-services-case-manager-4?rcid=inply,,needs_adapter
Horizon Health,Adapter validation unresolved,https://www.icims.com/jobs/search?ss=1&in_iframe=1,icims,0,https://uhs.jibeapply.com/careers/jobs/367050/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,PartialScrapeError: 404 Client Error: Not Found for url: https://www.icims.com/jobs/search?ss=1&in_iframe=1,needs_adapter
Horizontal Talent,Blocked — unchanged,,,,,Explicit live admin blocklist; skipped.,blocklisted
Hospice of the Valley (AZ),Further adapter investigation required,,,,https://pm.healthcaresource.com/CS/hov/#/job/7348?source=Indeed,,needs_adapter
HOTWORX - West Midtown,Search leads saved — validation pending,,,,https://www.hotworx.net/studio/atlanta-west-mid-town,Search results are unverified leads; no board added.,no_url_at_all
Howard Energy Partners,Search leads saved — validation pending,,,,https://www.howardenergypartners.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
HRM Direct  Middleware Test Company,Search leads saved — validation pending,,,,https://www.linkedin.com/company/hrm-direct-clearcompany-middleware-test-company,Search results are unverified leads; no board added.,no_url_at_all
"hth companies, inc",Search leads saved — validation pending,,,,https://hthcompanies.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
